MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
S,M,55694,0,0,Bachelors,Skilled Manual,0,1,37,1
S,M,32461,0,0,Partial College,Manual,0,0,28,1
M,M,137840,1,1,Bachelors,Professional,1,3,41,1
M,M,113389,1,1,Graduate Degree,Management,1,1,39,1
S,M,58719,0,0,High School,Skilled Manual,0,2,34,1
S,F,84106,0,0,High School,Clerical,0,2,31,1
S,F,105020,0,0,Graduate Degree,Management,0,1,33,1
S,F,111106,0,0,Bachelors,Management,1,1,47,1
M,M,82279,2,1,Bachelors,Clerical,1,0,48,1
S,F,62055,0,0,Partial High School,Skilled Manual,1,1,56,1
S,F,34900,0,0,Partial High School,Manual,1,1,56,1
S,F,82471,0,0,High School,Clerical,1,1,49,1
M,M,55603,2,0,Graduate Degree,Skilled Manual,1,1,39,1
M,F,34475,2,0,High School,Manual,1,0,53,1
M,F,51961,0,0,High School,Skilled Manual,0,1,29,1
S,M,112556,0,0,Partial College,Management,1,1,38,1
M,F,132803,2,1,Bachelors,Professional,1,3,58,1
M,M,51639,2,1,Graduate Degree,Skilled Manual,0,0,36,1
S,M,53915,0,0,Partial High School,Skilled Manual,0,1,27,1
S,M,82477,1,1,Bachelors,Clerical,1,3,63,1
M,F,52669,2,0,High School,Skilled Manual,1,1,50,1
S,F,130582,1,1,Graduate Degree,Professional,1,3,72,1
S,F,31886,0,0,Bachelors,Manual,0,1,41,1
S,F,59330,1,0,Partial College,Skilled Manual,1,1,60,1
M,M,87301,2,1,Partial College,Clerical,1,1,54,1
M,F,53644,0,0,High School,Skilled Manual,0,1,25,1
S,F,81535,0,0,Bachelors,Clerical,0,0,41,1
M,M,110242,2,1,Bachelors,Management,1,1,62,1
S,F,60216,0,0,Bachelors,Skilled Manual,0,0,36,1
M,F,102303,2,1,Partial College,Management,1,3,45,1
S,F,111484,0,0,Partial College,Management,1,2,45,1
M,F,108774,2,0,Graduate Degree,Management,1,3,69,1
S,M,51894,0,0,Partial High School,Skilled Manual,1,2,52,1
S,F,61426,0,0,Graduate Degree,Skilled Manual,0,1,36,1
S,F,27747,0,0,Partial College,Manual,0,0,37,1
S,M,56200,0,0,Partial High School,Skilled Manual,0,1,42,1
S,M,54952,0,0,Partial High School,Skilled Manual,0,1,33,1
S,M,87704,0,0,High School,Clerical,0,3,25,1
S,F,36131,0,0,Partial College,Manual,0,0,33,1
S,F,27356,0,0,Graduate Degree,Manual,0,1,35,1
S,F,83258,0,0,Partial College,Clerical,0,2,25,1
M,F,104407,2,0,Bachelors,Management,1,1,41,1
S,F,53352,0,0,High School,Skilled Manual,0,1,31,1
S,M,111589,0,0,Bachelors,Management,0,2,36,1
S,F,135883,1,1,Graduate Degree,Professional,1,1,72,1
S,M,103625,0,0,Partial College,Management,0,3,31,1
M,F,60866,2,0,Partial College,Skilled Manual,1,1,50,1
S,M,130692,0,0,Graduate Degree,Professional,1,1,38,1
S,F,30369,0,0,High School,Manual,0,1,40,1
S,M,61851,0,0,Partial High School,Skilled Manual,1,0,50,1
S,F,61739,0,0,Partial High School,Skilled Manual,0,0,41,1
S,M,33241,0,0,Graduate Degree,Manual,0,0,38,1
M,F,130228,2,1,Graduate Degree,Professional,1,0,70,1
M,M,28779,1,0,Partial High School,Manual,1,0,51,1
M,F,104209,0,0,Bachelors,Management,1,2,32,1
S,F,58439,0,0,Partial College,Skilled Manual,0,1,29,1
S,F,134242,0,0,Bachelors,Professional,1,3,37,1
M,M,31614,1,1,Partial College,Manual,1,1,42,1
M,F,35771,0,0,Partial College,Manual,0,1,31,1
M,M,79889,2,0,Bachelors,Clerical,1,1,60,1
M,F,77205,2,0,Partial College,Clerical,1,1,53,1
S,F,101873,0,0,Partial College,Management,1,3,38,1
S,F,32533,0,0,High School,Manual,1,1,56,1
M,M,81229,0,0,Bachelors,Clerical,0,3,30,1
S,M,61890,0,0,High School,Skilled Manual,0,0,32,1
S,M,78972,0,0,Bachelors,Clerical,0,0,42,1
M,M,61512,1,0,Bachelors,Skilled Manual,1,1,41,1
S,F,81918,0,0,Bachelors,Clerical,1,1,44,1
S,F,32651,0,0,High School,Manual,0,1,49,1
S,F,53980,0,0,Partial College,Skilled Manual,0,1,46,1
M,F,130916,0,0,Bachelors,Professional,1,2,35,1
S,M,34426,0,0,Partial High School,Manual,0,0,34,1
S,M,55947,0,0,Bachelors,Skilled Manual,0,2,36,1
S,F,61288,0,0,High School,Skilled Manual,0,1,29,1
S,F,86282,0,0,High School,Clerical,1,2,51,1
M,F,80092,2,1,Graduate Degree,Clerical,1,2,51,1
S,F,26574,0,0,Bachelors,Manual,0,0,35,1
M,M,54681,2,0,Graduate Degree,Skilled Manual,1,1,46,1
M,M,80480,1,0,High School,Clerical,1,3,48,1
M,M,53879,2,0,Partial College,Skilled Manual,1,2,51,1
S,F,26233,0,0,Partial High School,Manual,0,1,32,1
S,M,76859,0,0,High School,Clerical,1,0,52,1
S,M,79117,0,0,Bachelors,Clerical,0,0,32,1
S,F,51830,0,0,Partial High School,Skilled Manual,1,1,51,1
M,M,58189,2,0,Graduate Degree,Skilled Manual,1,2,77,1
S,F,138296,0,0,Bachelors,Professional,1,3,38,1
S,M,32724,0,0,Bachelors,Manual,0,1,41,1
S,F,86860,0,0,Graduate Degree,Clerical,0,2,38,1
M,F,134802,2,0,Bachelors,Professional,1,1,39,1
S,M,53165,0,0,Partial College,Skilled Manual,0,1,37,1
S,M,81300,0,0,High School,Clerical,0,2,26,1
S,F,59237,0,0,High School,Skilled Manual,0,1,39,1
M,M,59915,1,1,Partial College,Skilled Manual,1,1,45,1
M,M,82823,2,1,Bachelors,Clerical,1,2,51,1
S,F,80351,0,0,Partial College,Clerical,0,1,30,1
M,M,111375,2,0,Graduate Degree,Management,1,2,46,1
S,F,111196,0,0,Bachelors,Management,1,2,40,1
S,M,60343,0,0,Bachelors,Skilled Manual,0,2,40,1
M,M,86867,2,1,Partial College,Clerical,1,2,45,1
S,F,81855,0,0,Bachelors,Clerical,0,0,42,1
S,F,56145,0,0,Bachelors,Skilled Manual,0,2,39,1
S,F,58036,0,0,High School,Skilled Manual,0,0,37,1
S,M,82738,0,0,Bachelors,Clerical,0,1,42,1
S,M,55379,0,0,Partial High School,Skilled Manual,0,1,31,1
M,M,79638,2,1,Bachelors,Clerical,1,1,37,1
M,M,32601,2,0,Partial College,Manual,1,1,60,1
M,M,80699,2,2,Bachelors,Clerical,1,2,41,1
M,F,104383,1,0,Partial College,Management,1,3,45,1
M,M,35432,2,1,High School,Manual,1,1,44,1
M,M,88004,2,0,Bachelors,Clerical,1,2,37,1
S,M,30546,0,0,Partial College,Manual,0,0,31,1
S,M,36103,0,0,Partial High School,Manual,0,0,50,1
M,F,80572,2,0,Graduate Degree,Clerical,1,3,46,1
M,F,58754,3,3,Partial College,Skilled Manual,1,1,63,1
M,M,131806,0,0,Bachelors,Professional,1,2,39,1
M,M,34049,2,1,Graduate Degree,Manual,1,1,43,1
M,M,81641,0,0,Bachelors,Clerical,0,2,31,1
M,M,86491,2,2,Partial College,Clerical,1,3,43,1
S,F,110058,0,0,Bachelors,Management,1,3,42,1
M,F,56849,2,1,Partial High School,Skilled Manual,1,1,55,1
S,F,103158,0,0,Graduate Degree,Management,0,1,36,1
S,M,29707,0,0,Partial College,Manual,0,1,45,1
S,M,132010,0,0,Graduate Degree,Professional,1,0,34,1
M,M,31422,2,0,Partial College,Manual,1,1,52,1
M,F,59940,2,1,Graduate Degree,Skilled Manual,1,1,68,1
S,F,35840,0,0,Partial High School,Manual,0,0,27,1
S,M,34400,1,0,Partial College,Manual,1,0,59,1
S,M,57649,0,0,Partial College,Skilled Manual,0,1,38,1
M,M,132298,2,2,Graduate Degree,Professional,1,2,36,1
S,F,32546,0,0,High School,Manual,0,0,44,1
S,F,79169,0,0,Partial College,Clerical,0,2,36,1
S,F,79197,0,0,High School,Clerical,0,3,39,1
S,M,54720,0,0,Partial College,Skilled Manual,0,1,26,1
S,F,58616,0,0,Partial High School,Skilled Manual,1,1,51,1
S,F,52848,0,0,High School,Skilled Manual,0,1,43,1
M,F,55987,2,0,High School,Skilled Manual,1,2,51,1
M,F,53851,2,0,Partial High School,Skilled Manual,1,2,53,1
S,F,61739,0,0,Partial High School,Skilled Manual,0,1,39,1
M,F,132027,2,0,Bachelors,Professional,1,2,42,1
M,M,134664,2,2,Graduate Degree,Professional,1,1,36,1
M,M,59061,1,1,Partial College,Skilled Manual,1,2,45,1
M,M,106850,2,0,Graduate Degree,Management,1,2,44,1
M,M,31103,1,1,Partial College,Manual,1,1,52,1
M,M,59075,0,0,Partial College,Skilled Manual,0,1,24,1
S,M,35532,1,0,Partial College,Manual,1,1,65,1
M,M,107393,2,0,Bachelors,Management,1,2,48,1
S,F,31047,0,0,Partial High School,Manual,0,0,50,1
M,M,26031,0,0,High School,Manual,0,0,25,1
M,F,50903,1,1,Graduate Degree,Skilled Manual,1,2,39,1
S,M,107768,0,0,Bachelors,Management,0,1,37,1
M,F,27299,2,1,High School,Manual,1,1,59,1
S,M,103039,0,0,Bachelors,Management,1,2,42,1
S,M,82686,0,0,Partial College,Clerical,0,1,32,1
S,M,36969,0,0,Partial College,Manual,0,1,42,1
S,M,87118,1,0,Partial College,Clerical,1,0,58,1
M,M,102971,1,1,Graduate Degree,Management,1,1,34,1
M,F,60751,0,0,High School,Skilled Manual,0,0,29,1
M,F,28096,2,2,Bachelors,Manual,0,1,42,1
M,M,85819,1,1,Bachelors,Clerical,1,1,46,1
S,M,86263,0,0,High School,Clerical,1,0,54,1
S,M,54900,1,1,Partial High School,Skilled Manual,1,2,60,1
S,F,50869,0,0,Partial College,Skilled Manual,1,1,52,1
M,M,30825,1,1,Partial High School,Manual,0,0,40,1
S,F,61667,0,0,Bachelors,Skilled Manual,0,0,36,1
M,M,81845,2,1,Partial College,Clerical,1,1,52,1
M,M,134444,2,0,Bachelors,Professional,1,2,46,1
S,F,55915,0,0,Partial High School,Skilled Manual,1,0,50,1
S,F,111724,0,0,Bachelors,Management,0,2,36,1
S,F,51275,0,0,Partial College,Skilled Manual,0,0,30,1
M,M,103454,2,2,Bachelors,Management,1,1,36,1
S,M,58374,0,0,Partial High School,Skilled Manual,0,2,25,1
S,M,35251,0,0,High School,Manual,0,1,40,1
S,M,60006,0,0,High School,Skilled Manual,0,1,25,1
M,F,83076,2,0,Bachelors,Clerical,1,1,37,1
M,M,138583,2,1,Bachelors,Professional,1,0,66,1
M,M,36535,2,0,Bachelors,Manual,0,1,37,1
S,F,110432,0,0,Bachelors,Management,0,2,29,1
M,M,58381,1,1,Bachelors,Skilled Manual,1,1,39,1
S,M,52288,0,0,High School,Skilled Manual,0,2,27,1
S,M,130919,0,0,Graduate Degree,Professional,1,2,46,1
M,M,57703,0,0,Partial College,Skilled Manual,0,0,28,1
S,M,106159,0,0,Bachelors,Management,0,3,35,1
M,M,56319,2,0,Bachelors,Skilled Manual,1,2,59,1
S,M,30904,0,0,Partial College,Manual,0,0,42,1
S,F,132275,0,0,Graduate Degree,Professional,1,1,43,1
S,M,34608,0,0,Partial College,Manual,0,0,36,1
M,F,79965,2,0,Bachelors,Clerical,1,0,32,1
S,M,80861,0,0,High School,Clerical,1,1,50,1
M,M,60084,2,1,Bachelors,Skilled Manual,1,2,47,1
S,M,103210,0,0,Graduate Degree,Management,0,2,35,1
M,M,51687,2,0,Partial College,Skilled Manual,1,2,52,1
S,M,81060,0,0,Graduate Degree,Clerical,0,0,35,1
M,F,78203,1,1,Bachelors,Clerical,1,3,40,1
M,M,55270,2,0,Partial College,Skilled Manual,1,1,49,1
S,F,54559,0,0,Partial High School,Skilled Manual,0,1,32,1
S,F,53851,0,0,Partial College,Skilled Manual,1,2,50,1
M,M,78815,2,1,Partial College,Clerical,1,2,36,1
M,F,55713,2,1,Partial College,Skilled Manual,1,1,47,1
M,M,58686,1,0,Partial College,Skilled Manual,1,2,48,1
S,M,84366,0,0,Partial College,Clerical,0,2,29,1
S,F,53287,0,0,High School,Skilled Manual,0,1,37,1
S,F,51028,0,0,High School,Skilled Manual,0,1,31,1
S,M,86363,0,0,Partial College,Clerical,0,3,35,1
S,M,28571,0,0,Partial High School,Manual,0,1,30,1
S,F,28021,0,0,Partial College,Manual,0,0,37,1
S,F,51724,1,0,High School,Skilled Manual,1,1,58,1
M,F,32714,0,0,Partial High School,Manual,0,1,25,1
S,M,31569,0,0,High School,Manual,0,0,34,1
M,F,61477,0,0,Partial High School,Skilled Manual,0,1,31,1
M,F,83521,1,0,Bachelors,Clerical,1,2,34,1
S,M,56711,0,0,High School,Skilled Manual,0,2,44,1
M,F,34537,1,1,Bachelors,Manual,0,1,42,1
M,M,111157,2,0,Graduate Degree,Management,1,2,33,1
S,M,81953,1,1,Bachelors,Clerical,1,3,65,1
S,M,85489,0,0,High School,Clerical,0,1,31,1
M,M,55843,2,1,Bachelors,Skilled Manual,1,1,39,1
S,F,55572,0,0,Partial College,Skilled Manual,0,2,27,1
M,M,62148,1,1,High School,Skilled Manual,1,2,53,1
S,M,61266,0,0,Graduate Degree,Skilled Manual,0,1,35,1
M,M,104151,0,0,Partial College,Management,1,3,28,1
S,F,103447,0,0,Bachelors,Management,1,1,40,1
S,M,61051,0,0,High School,Skilled Manual,0,2,25,1
M,M,34060,1,1,Graduate Degree,Manual,1,0,47,1
S,F,28752,0,0,Partial High School,Manual,0,0,51,1
S,M,82255,0,0,High School,Clerical,0,0,35,1
M,F,59219,2,1,Bachelors,Skilled Manual,0,2,32,1
M,F,104777,2,2,Bachelors,Management,1,1,38,1
S,F,54299,1,1,Partial College,Skilled Manual,1,0,60,1
M,M,36776,2,1,Bachelors,Manual,1,1,59,1
S,M,136197,0,0,Graduate Degree,Professional,1,3,43,1
M,F,104026,2,1,Partial College,Management,1,3,45,1
M,M,55675,1,0,Partial High School,Skilled Manual,0,2,35,1
M,M,31934,1,1,Bachelors,Manual,1,1,46,1
S,F,59845,0,0,Partial High School,Skilled Manual,0,0,28,1
M,F,110552,2,1,Partial College,Management,1,2,56,1
M,M,135499,0,0,Bachelors,Professional,1,1,31,1
M,M,130008,1,1,Bachelors,Professional,1,0,40,1
M,F,83373,2,1,High School,Clerical,1,1,50,1
M,F,76730,0,0,Bachelors,Clerical,0,2,31,1
M,F,85194,1,0,Bachelors,Clerical,1,3,34,1
M,M,28280,2,1,Bachelors,Manual,1,1,46,1
S,M,52627,0,0,Bachelors,Skilled Manual,0,1,41,1
M,M,61445,1,0,Graduate Degree,Skilled Manual,1,1,47,1
M,M,130709,2,0,Graduate Degree,Professional,1,2,37,1
M,F,82570,2,0,High School,Clerical,1,2,45,1
S,M,132193,0,0,Bachelors,Professional,1,0,39,1
S,M,53033,0,0,Bachelors,Skilled Manual,0,2,46,1
M,M,129257,2,1,Bachelors,Professional,1,2,37,1
S,F,138237,0,0,Bachelors,Professional,1,1,40,1
S,M,59214,0,0,Bachelors,Skilled Manual,0,0,42,1
S,F,128873,0,0,Bachelors,Professional,1,3,41,1
M,M,78177,2,1,Bachelors,Clerical,1,3,41,1
S,M,86820,0,0,Bachelors,Clerical,1,3,46,1
S,F,55106,0,0,Bachelors,Skilled Manual,1,1,51,1
S,F,104428,0,0,Partial College,Management,1,3,48,1
S,F,129305,0,0,Graduate Degree,Professional,1,2,39,1
M,F,80514,3,0,Graduate Degree,Clerical,1,0,68,1
M,M,60268,2,1,Partial College,Skilled Manual,1,1,41,1
S,F,25545,1,1,Partial College,Manual,1,1,64,1
S,M,103011,0,0,Graduate Degree,Management,0,2,33,1
M,M,33967,1,0,Partial College,Manual,1,1,49,1
M,M,103539,2,0,Bachelors,Management,1,0,59,1
S,M,53809,0,0,High School,Skilled Manual,1,1,50,1
M,M,56619,2,1,Partial College,Skilled Manual,1,1,52,1
M,M,78045,1,0,Partial College,Clerical,1,0,44,1
M,M,57171,2,1,Bachelors,Skilled Manual,1,2,39,1
S,F,86202,0,0,Bachelors,Clerical,0,1,36,1
S,F,58495,0,0,Graduate Degree,Skilled Manual,0,1,34,1
S,M,55556,0,0,High School,Skilled Manual,0,1,28,1
S,F,83285,0,0,Partial College,Clerical,1,3,54,1
M,M,53778,2,2,Graduate Degree,Skilled Manual,1,2,67,1
M,M,60460,2,0,High School,Skilled Manual,1,1,45,1
S,M,106127,0,0,Bachelors,Management,1,2,47,1
S,F,54097,1,0,Graduate Degree,Skilled Manual,1,2,68,1
S,F,61059,0,0,Partial College,Skilled Manual,0,1,28,1
M,M,53021,2,1,Partial High School,Skilled Manual,1,2,56,1
M,M,27903,2,0,Partial College,Manual,1,0,44,1
S,M,84152,1,0,Bachelors,Clerical,1,1,62,1
S,F,102745,0,0,Bachelors,Management,0,0,31,1
M,M,137012,2,0,Graduate Degree,Professional,1,1,63,1
M,F,60233,3,0,Bachelors,Skilled Manual,1,0,70,1
S,M,106737,0,0,Partial College,Management,1,2,42,1
M,M,107769,3,0,Bachelors,Management,1,3,65,1
M,M,83253,2,1,Partial College,Clerical,1,1,48,1
M,M,108668,2,0,Bachelors,Management,1,2,43,1
M,F,56889,2,0,High School,Skilled Manual,1,1,43,1
S,F,28230,0,0,Graduate Degree,Manual,0,0,38,1
M,F,51767,0,0,High School,Skilled Manual,0,1,31,1
M,F,58759,1,1,High School,Skilled Manual,1,1,49,1
S,F,83499,0,0,Bachelors,Clerical,1,2,47,1
M,M,52354,1,1,Partial College,Skilled Manual,1,0,45,1
M,M,104803,2,1,Graduate Degree,Management,1,3,45,1
S,F,60619,0,0,Partial High School,Skilled Manual,1,2,50,1
M,F,28763,1,1,Partial High School,Manual,1,1,56,1
S,F,112506,0,0,Partial College,Management,1,1,37,1
M,M,136465,0,0,Bachelors,Professional,1,2,25,1
M,F,108150,0,0,Bachelors,Management,1,2,32,1
M,M,58475,2,1,Bachelors,Skilled Manual,1,2,43,1
S,F,106286,1,1,Bachelors,Management,1,3,64,1
M,F,105183,2,0,Graduate Degree,Management,1,0,51,1
M,F,129639,2,1,Bachelors,Professional,1,2,40,1
S,F,79114,0,0,High School,Clerical,0,3,30,1
S,M,86493,0,0,Bachelors,Clerical,0,2,42,1
S,M,35728,0,0,High School,Manual,0,0,51,1
S,M,57780,0,0,Bachelors,Skilled Manual,0,1,41,1
M,M,137627,3,0,Graduate Degree,Professional,1,2,67,1
M,F,55750,0,0,Partial College,Skilled Manual,0,1,29,1
S,F,31150,0,0,High School,Manual,0,0,36,1
M,F,132361,0,0,Bachelors,Professional,1,2,27,1
M,F,129550,1,1,Bachelors,Professional,1,2,39,1
S,M,132321,0,0,Graduate Degree,Professional,0,2,31,1
M,F,51795,2,1,High School,Skilled Manual,1,1,47,1
S,F,85717,0,0,Partial College,Clerical,1,3,56,1
M,F,77942,2,1,Graduate Degree,Clerical,1,0,44,1
M,M,60809,1,1,High School,Skilled Manual,0,0,34,1
M,F,58969,2,1,Graduate Degree,Skilled Manual,0,0,36,1
M,M,132126,2,0,Graduate Degree,Professional,1,2,45,1
S,M,76844,0,0,Partial College,Clerical,0,1,41,1
M,F,52616,2,0,Partial College,Skilled Manual,1,1,45,1
S,M,60150,0,0,High School,Skilled Manual,0,1,26,1
S,F,53368,0,0,Graduate Degree,Skilled Manual,0,0,32,1
M,M,57743,1,1,Bachelors,Skilled Manual,1,1,38,1
S,F,28601,0,0,Graduate Degree,Manual,0,0,32,1
M,F,134062,3,0,Graduate Degree,Professional,1,2,69,1
M,F,28340,1,0,Bachelors,Manual,0,1,42,1
S,F,57957,0,0,Partial College,Skilled Manual,0,0,40,1
S,F,84435,0,0,Partial College,Clerical,1,1,45,1
S,M,27196,0,0,Partial High School,Manual,0,1,33,1
M,F,112429,2,1,Bachelors,Management,1,0,64,1
M,M,112901,0,0,Partial College,Management,0,2,25,1
M,M,53673,2,1,Graduate Degree,Skilled Manual,1,2,47,1
S,M,58443,0,0,High School,Skilled Manual,0,0,31,1
M,M,56739,2,2,High School,Skilled Manual,1,2,51,1
S,M,60709,0,0,Bachelors,Skilled Manual,0,0,41,1
S,F,132026,0,0,Graduate Degree,Professional,1,3,34,1
M,F,82678,2,2,High School,Clerical,1,2,55,1
S,F,54422,0,0,Partial College,Skilled Manual,0,0,30,1
S,F,60093,0,0,Graduate Degree,Skilled Manual,0,1,43,1
S,F,30359,0,0,Partial High School,Manual,0,0,30,1
S,F,32720,1,0,Partial High School,Manual,1,1,90,1
S,M,102482,0,0,Bachelors,Management,1,0,39,1
M,M,33732,2,0,Partial High School,Manual,1,1,54,1
S,F,87282,0,0,Bachelors,Clerical,1,3,43,1
S,F,35430,0,0,High School,Manual,0,1,26,1
M,M,56135,0,0,Partial College,Skilled Manual,0,1,30,1
S,F,103370,0,0,Partial College,Management,0,0,27,1
M,F,84532,2,1,Bachelors,Clerical,1,3,63,1
M,F,30383,1,1,Partial High School,Manual,1,0,51,1
S,F,87199,1,1,Bachelors,Clerical,1,1,67,1
S,M,85820,1,0,Bachelors,Clerical,1,3,57,1
M,F,52117,0,0,Bachelors,Skilled Manual,0,0,27,1
S,F,54974,0,0,Partial College,Skilled Manual,0,0,26,1
M,M,106584,2,2,Partial College,Management,1,2,43,1
S,F,76516,0,0,Graduate Degree,Clerical,0,2,36,1
S,F,30515,0,0,Bachelors,Manual,0,0,37,1
M,M,62133,1,0,High School,Skilled Manual,0,0,35,1
M,F,110688,3,2,Bachelors,Management,1,1,64,1
S,M,59955,0,0,Partial College,Skilled Manual,1,2,54,1
S,M,27044,0,0,Partial High School,Manual,0,0,50,1
S,M,62106,0,0,Partial High School,Skilled Manual,0,1,25,1
M,M,104605,0,0,Partial College,Management,1,1,28,1
S,M,55579,0,0,Bachelors,Skilled Manual,0,2,33,1
M,M,57203,0,0,Bachelors,Skilled Manual,0,2,31,1
M,M,57162,2,0,High School,Skilled Manual,1,0,59,1
S,M,137014,0,0,Graduate Degree,Professional,1,1,43,1
M,F,128308,0,0,Graduate Degree,Professional,1,3,39,1
M,F,87504,2,2,Partial College,Clerical,1,2,48,1
M,F,54376,1,1,Graduate Degree,Skilled Manual,0,0,36,1
M,M,87197,3,0,Graduate Degree,Clerical,1,3,71,1
M,M,83769,2,2,Partial College,Clerical,1,3,45,1
M,M,78394,2,0,Bachelors,Clerical,1,2,41,1
S,M,52921,0,0,Partial High School,Skilled Manual,1,1,49,1
S,M,78135,0,0,Bachelors,Clerical,0,3,26,1
S,M,58511,0,0,Partial College,Skilled Manual,0,0,28,1
M,M,103244,2,0,Bachelors,Management,1,2,63,1
M,M,26973,1,0,Graduate Degree,Manual,0,1,35,1
S,F,129470,0,0,Bachelors,Professional,1,3,38,1
S,F,26518,0,0,High School,Manual,0,0,36,1
S,M,52315,0,0,High School,Skilled Manual,0,1,29,1
S,F,35794,0,0,Bachelors,Manual,0,0,35,1
M,M,80871,2,1,Partial College,Clerical,1,0,58,1
M,M,129834,0,0,Graduate Degree,Professional,1,2,36,1
M,M,52273,1,1,Graduate Degree,Skilled Manual,1,2,38,1
S,F,54427,0,0,Partial College,Skilled Manual,1,1,47,1
S,M,55505,0,0,Bachelors,Skilled Manual,0,0,46,1
M,M,60720,2,0,Bachelors,Skilled Manual,1,2,39,1
M,F,28241,2,1,Bachelors,Manual,0,1,35,1
M,M,132120,3,0,Graduate Degree,Professional,1,3,70,1
S,F,102657,0,0,Partial College,Management,0,1,28,1
M,M,102655,0,0,Bachelors,Management,1,3,35,1
S,M,58439,1,1,Graduate Degree,Skilled Manual,1,2,65,1
M,F,55780,2,1,Bachelors,Skilled Manual,0,1,35,1
S,M,26635,0,0,Partial College,Manual,0,0,31,1
M,M,57536,2,1,Partial College,Skilled Manual,1,2,47,1
M,M,32709,1,0,Partial College,Manual,1,0,42,1
S,M,87222,0,0,Bachelors,Clerical,0,1,35,1
S,M,108787,1,0,Graduate Degree,Management,1,2,68,1
M,F,56049,0,0,Partial College,Skilled Manual,0,1,30,1
S,M,28659,0,0,Bachelors,Manual,0,0,45,1
S,F,34079,0,0,Partial High School,Manual,0,1,31,1
M,F,106496,2,0,Graduate Degree,Management,1,3,38,1
M,M,37059,2,1,Graduate Degree,Manual,1,1,65,1
S,F,77977,0,0,Graduate Degree,Clerical,1,2,43,1
M,M,87382,2,0,Graduate Degree,Clerical,1,1,66,1
M,M,136703,0,0,Graduate Degree,Professional,1,2,32,1
M,F,84028,2,1,Partial College,Clerical,1,2,41,1
M,M,107481,0,0,Partial College,Management,1,2,28,1
S,M,57699,0,0,High School,Skilled Manual,0,1,28,1
M,M,33147,2,1,Partial College,Manual,1,1,45,1
M,M,79015,0,0,Bachelors,Clerical,0,2,25,1
S,F,51027,0,0,Partial High School,Skilled Manual,0,0,30,1
S,M,86259,0,0,Partial College,Clerical,0,2,31,1
S,M,136459,0,0,Bachelors,Professional,1,2,38,1
S,M,56584,0,0,High School,Skilled Manual,0,2,30,1
M,F,30862,1,1,High School,Manual,1,1,48,1
S,F,55987,0,0,Partial College,Skilled Manual,0,2,34,1
S,F,35421,0,0,Bachelors,Manual,1,1,54,1
M,F,112735,0,0,Bachelors,Management,1,3,42,1
M,F,112685,0,0,Bachelors,Management,1,2,29,1
M,F,111730,2,1,Partial College,Management,1,3,55,1
M,F,107927,2,1,Bachelors,Management,1,2,34,1
M,M,85300,2,2,Bachelors,Clerical,1,0,47,1
M,F,60127,2,1,Graduate Degree,Skilled Manual,0,0,36,1
M,M,129339,2,2,Bachelors,Professional,1,2,66,1
S,F,79918,0,0,Partial College,Clerical,1,1,48,1
M,F,105111,2,1,Bachelors,Management,1,0,39,1
S,M,134927,0,0,Bachelors,Professional,1,0,36,1
M,M,81133,2,2,Bachelors,Clerical,1,0,64,1
M,M,81251,2,1,High School,Clerical,1,2,49,1
M,M,80867,2,0,High School,Clerical,1,0,44,1
S,F,59163,0,0,High School,Skilled Manual,0,1,29,1
M,F,104253,2,0,Bachelors,Management,1,2,40,1
M,F,84528,2,2,High School,Clerical,1,1,72,1
M,F,57490,2,0,Partial College,Skilled Manual,1,0,53,1
S,F,85095,0,0,Partial College,Clerical,0,3,28,1
M,M,135181,1,1,Graduate Degree,Professional,1,2,43,1
S,M,36073,0,0,Graduate Degree,Manual,0,1,46,1
S,F,130054,1,1,Bachelors,Professional,1,2,62,1
M,F,35239,2,0,Partial High School,Manual,0,1,34,1
M,F,30979,2,0,Bachelors,Manual,1,1,64,1
S,F,86005,0,0,Partial College,Clerical,0,2,29,1
S,M,58939,0,0,High School,Skilled Manual,1,2,49,1
M,M,83263,2,1,Partial College,Clerical,1,1,33,1
S,M,28170,0,0,Partial College,Manual,0,1,26,1
S,F,30773,0,0,Partial High School,Manual,0,1,32,1
M,F,137009,2,1,Bachelors,Professional,1,2,42,1
M,M,32233,2,1,Partial College,Manual,0,1,40,1
S,F,106784,0,0,Partial College,Management,1,2,52,1
M,M,52611,0,0,Partial High School,Skilled Manual,0,1,31,1
M,M,60355,2,0,Partial College,Skilled Manual,1,1,51,1
S,F,29193,0,0,Bachelors,Manual,0,0,34,1
M,F,54207,2,1,High School,Skilled Manual,1,1,43,1
M,F,31268,0,0,Partial High School,Manual,0,0,24,1
S,M,86737,0,0,Partial College,Clerical,1,3,44,1
S,M,84024,0,0,Partial College,Clerical,1,2,44,1
S,M,79602,0,0,Partial College,Clerical,0,1,29,1
S,F,82572,0,0,Partial College,Clerical,0,0,29,1
S,F,111042,0,0,Bachelors,Management,1,2,43,1
S,F,55706,0,0,Partial College,Skilled Manual,1,2,53,1
M,M,34259,2,1,High School,Manual,1,0,60,1
S,F,52282,0,0,Partial College,Skilled Manual,0,1,43,1
S,M,131174,0,0,Graduate Degree,Professional,1,3,43,1
S,F,53419,0,0,Partial High School,Skilled Manual,0,0,29,1
